augmentation_method,idx,Gloss level Korean Sign Language (GKSL) sentence,Word level Korean Language (WKL) sentence
BR,8181,자신 공 가지다 학교 장소 가다,자신이 공을 가지고 학교에 갔다
BR,8182,지금 말 해보다,가기전에 먼저 말로 물어보자
BR,8183,시 지다 가다 차내리다,김포시청으로 갈까요?
BR,8184,주인공 각각 성격 다르다,주인공들은 각각 성격이 다르다
BR,8185,배고프다 끝 없다,배고파서 끝이 없다
BR,8186,북 부 전 곳 보다 차내리다,북부정류장 못가서 내려주세요.
BR,8187,착하다 성격 화 더 무섭다,온순한 성격이 화를 내면 더 무섭다
BR,8188,학생 이야기 하다 아니다 놀다 뿐,그 아이는 이야기를 하지 않고 놀기만 한다
BR,8189,둘 말 원인 헤어지다,두 사람은 말차이로 헤어졌다
BR,8190,세금  공짜  인터넷  신고  받아오다  곳  여기,면세품 인도장은 여기에 있습니까?
BR,8191,좋다 짧다 동안 있다 아마,좋은 순간이 있을거야
BR,8192,나 먹다,오빠만 먹어
BR,8193,몸 크다 놀라다,몸이 커서 놀라웠다
BR,8194,택시 T 승용차 돈 얼마,택시 요금은 얼마인가요?
BR,8195,요즘 오빠 매일 아침 학교 공부 하다,요즘 오빠는 매일 아침 수업을 한다
BR,8196,안경 때문에 안경 내려가다 불편하다,안경 때문에 안경이 자꾸 흘러서 불편하다
BR,8197,우리 2 가다 대화 부탁,우리 가서 이야기 합시다
BR,8198,핸드폰 사라지다 실종,핸드폰을 분실하셨나요?
BR,8199,딸 길 다니다 -중,딸이 길을 다니고 있어
BR,8200,나 간 놀다 와,우리간에 놀러와
BR,8201,도움 고장 잘 안되다,도움이 안되나요?
BR,8202,동생 문 돌 끼다,동생이 문틈에 돌이 끼었어요.
BR,8203,돌아가다 반갑다,돌아가서 반갑습니다.
BR,8204,아기  젖병  기 들어 올리는 것을 나타내는 동작,유아 수유실은 거기에 있습니까?
BR,8205,참 정직 대하여 생각,진실에 대하여 생각하다
BR,8206,처음,처음입니다.
BR,8207,시간 가능 -면 이틀 간 시골 가다 살다 원하다,가능하면 이틀간 시골에 가서 지내고 싶어
BR,8208,링크 저기 가다,링크로 들어가주세요.
BR,8209,친구 쓰러지다,친구가 쓰러졌어요.
BR,8210,학교 곳,학교로 가주세요.
BR,8211,강남 나오다 목적 지하철 갈아타다 몇호,강남역으로 나오려면 몇호선으로 갈아타야 하나요?
BR,8212,집 배달 오다 기다리다 되다,택배가 오기를 기다려야 한다
BR,8213,상자 묶다  포장  어디,포장을 포장해서 붙이고 싶은데 어디서 하나요?
BR,8214,일 끝 살다 원하다,일을 빨리 끝내고 살고 싶어
BR,8215,백 백 빌딩  항공  가깝다  곳,공항 주변에 백화점은 어디있나요?
BR,8216,사람 구경 사람 기쁘다 나 만나다,관객들 나를 기쁘게 맞아 주었다
BR,8217,사이다 깨끗하다 사이다 시원하다,깨끗한 사이다를 마셨더니 상쾌하다
BR,8218,기억 실종 잃어버리다,기억을 잃어버리셨나요?
BR,8219,형제 아래 돌보다,동생을 돌보다
BR,8220,중 사이 타다 곳곳,중간정류장이 어디에 있나요?
BR,8221,방해 사용 안되다,방해가 안되네요.
BR,8222,주차  2번  기 들어 올리는 것을 나타내는 동작,제2 주차장은 거기에 있습니까?
BR,8223,소화 고장,소화가 안되네요.
BR,8224,준비 사용 안되다 불가능,준비가 안되네요.
BR,8225,빵  집  여기  곳,빵집이 여기에 있습니까
BR,8226,꿈 뱀 물다,꿈에서 뱀에게 물렸어요.
BR,8227,누구 -보다 일 잘하다 질투,누구보다 일 잘하시니깐 질투가 난다
BR,8228,집 가다 차 계시다 아니다,집에 와보니 차가 안 계셨다
BR,8229,언니 형제 아래 너무 작다,언니는 동생이 유난히 작다
BR,8230,예전 사랑 모두 기억,오래전의 사랑을 기억하다
BR,8231,얼마 다음,얼마 지나서 내려드릴까요?
BR,8232,질문 있다,질문이 있습니다.
BR,8233,앞 문 버스 거리 1시간,정문까지 버스를 타면 1시간이다
BR,8234,기념  물건  곳  여기,기념품점이 여기에 있습니까?
BR,8235,서울  버스  곳  이것 곳,서울 시내로 가는 버스 승강장은 이곳에 있습니까?
BR,8236,일 끝 도깨비  깊다 지하 가다,일을 끝내고 지옥에 갔어
BR,8237,살다 목적 학교 가다,살기 위해 학교에 갔다
BR,8238,조금 부상 차내리다,경상대학교로 가주세요.
BR,8239,돕다 말 받다,조언을 주세요.
BR,8240,아버지 키우다 했었다 부리 날다 팔다 학교 아들 보내다,아버지는 키우던 새를 팔아 아들을 학교에 보냈다
BR,8241,의미 없다 실종,의미를 잃어버리셨나요?
BR,8242,처리,처리했습니다.
BR,8243,끝 굶다 가다,끝나고 밥 굶으러 가자
BR,8244,젊다 꼬마 남자 혼자 살다 불가능,소년은 혼자서 살 수 없다
BR,8245,독 버섯 잊다 같다,독버섯을 잊은 것 같아요.
BR,8246,아기 돌보다 색 없어지다,아기를 돌보면 색이 빠지는 것 같다
BR,8247,책 갈아타다 곳곳 도움받다,책 갈아타는 것 좀 도와주세요.
BR,8248,생각 사라지다 차내리다 가다,의외로 갈까요?
BR,8249,사랑 부르다 나,제가 사랑을 불렀습니다.
BR,8250,무리 차내리다,무리해서 내려드릴까요?
BR,8251,병원  기 들어 올리는 것을 나타내는 동작  곳,의무실은 거기에 있습니까?
BR,8252,패배,패배합니다.
BR,8253,오늘 감 받다 중에 행복,지금 감을 받고 있어서 행복하다
BR,8254,캐리어  무게  집  어디,캐리어 무게를 재는 집은 어디인가요?
BR,8255,아이 아기 낳다 4,아이가 아이 넷을 낳았다
BR,8256,아침 버스 거리 1시간,아침까지 버스를 타면 1시간이다
BR,8257,의식 찾다 실종,의식을 잃어버렸습니다.
BR,8258,아래 집 털,아랫집에 털이 났어요.
BR,8259,사춘기 아들 눈 수염 나다,사춘기가 된 아들의 눈에 수염이 나기 시작했다
BR,8260,아침 다니다 -면 위험 빨리 오다,아침 늦게 다니면 위험하니 일찍 들어와
BR,8261,보물 곳곳,보물이 어디에 있나요?
BR,8262,마음 어렵다,마음이 어려워요
BR,8263,쌍둥이 낳다 그렇다면 병 고생 더 2배,쌍둥이를 낳으면 병과 고생은 두배이다
BR,8264,의미 있다 말하다 해보다,무슨 의미 있어 말해봐
BR,8265,방 너무 넓다 혼자 초반 무섭다,방이 혼자 쓰기에 너무 넓어서 초반에는 무섭다
BR,8266,여기 죽다 맞다,여기서 죽는 것이 맞습니다.
BR,8267,전투 죽다 나라 지키다 위하다 목숨 맡기다,전사들은 목숨을 다해 조국을 지켰다
BR,8268,캐리어  카드  어디,캐리어 카드를 재는 곳은 어디인가요?
BR,8269,불행 기억 지나다 새롭다 시작,불행했던 기억은 지나고 다시 시작해봅시다
BR,8270,몸 아프다 성장 금방,성장이 빠르다
BR,8271,도움 사용 안되다 고장,도움이 안되나요?
BR,8272,다르다 사람 쓰다 속다,남의 말을 쓰다가 뒤통수를 맞았다
BR,8273,물 울다 더럽다 심하다 빨래,눈물이 너무 더러워서 빨았어
BR,8274,핸드폰 잃어버리다 받다,잃어버린 휴대폰을 받습니다.
BR,8275,아이 미치다 병 물다,광견병에 걸린 아이에게 물렸어요.
BR,8276,일 중요 있다 나 먼저 가다,중요한 일이 있어서 먼저 갈게
BR,8277,상자 실종,상자를 분실하였습니다.
BR,8278,아시아  항공  표  곳  어느 시간,아시아나항공 카운터는 언제에 있습니까?
BR,8279,방송  방문  감사,김포방송을 이용해 주셔서 감사합니다.
BR,8280,돈  바꾸다1  나  곳,환전은 나서 하나요?
BR,8281,비행기 타다 여러분 안내 대하여 전하다,비행기에 타신 승객 여러분께 안내 말씀 드리겠습니다
BR,8282,소 낳다 그렇다면 행복 고생 더 2배,소를 낳으면 행복과 고생은 두배이다
BR,8283,미래 찾다 가다 방법,미래로 가려면 어떻게 가나요?
BR,8284,명예 살다,명예를 누리다
BR,8285,남자 아기 1 하다 10 이해 가능,남자아이는 하나를 하면 열을 알았다
BR,8286,너 위하다 생각 끝,너를 위해 생각했어
BR,8287,쌀 이용 떡 되다 먹다 끝,쌀로 떡을 되어 먹었다
BR,8288,딸 유치원 가다 -중,딸이 유치원을 가고 있어
BR,8289,폭풍 비 같다 아마,폭풍우가 올 것 같다
BR,8290,짐  무게  초과  추가  돈주다  곳  내,수하물 추가요금은 내서 내나요?
BR,8291,용산역 이용 되다,용산역에 이용할 수 있나요?
BR,8292,어느 곳 내리다 맞다,어디서 내리는 것이 맞습니다.
BR,8293,누구 -보다 더 잘하다 소심,누구보다 잘해서 의기소침해졌다
BR,8294,아빠 방학 때 방학 시골 보내다,아빠는 방학이면 방학을 시골에 보냈다
BR,8295,중 사이 곳 저기 다음 도착 내리다,중간정류장 지나서 내려드릴까요?
BR,8296,영화 문장 너무 어렵다,시나리오가 너무 어려웠다
BR,8297,하늘 보다 목 말 편하다,하늘을 보면 발음이 편하다
BR,8298,오늘 너 짐 맡다,오늘은 네가 짐을 맡아
BR,8299,사랑 적 잊다 쉽다 어렵다,사랑했던 적을 잊는건 어렵다
BR,8300,일 곳 잃어버리다 실종,일자리를 잃어버렸습니다.
BR,8301,다음 오케이,다음으로 가주세요.
BR,8302,덥다 아이스크림 갖다 원하다,너무 더워서 아이스크림 갖고 싶어
BR,8303,언어 고장 잘 안되다,언어 인식이 안되나요?
BR,8304,고속버스 전 저기 도착 내리다,고속버스정류장 못가서 내려주세요.
BR,8305,성 곳 가다,김포성으로 갈까요?
BR,8306,짐  무게  초과  이용  돈주다  곳  어디,수하물 이용요금은 어디서 내나요?
BR,8307,보다 닭 국수 답답하다,내 자신이 라면해서 한심했다
BR,8308,적 팔 주사,적에게 쏘였어요.
BR,8309,핸드폰  거래  어디  곳,휴대폰을 거래할 수 있는 곳이 어디입니까?
BR,8310,친구 나다 나 말해 약속,친구가 생기면 나한테 말해
BR,8311,가방  짐들다  수  최고  가능  몇,위탁 수하물의 수 한도는 몇 Kg인가요?
BR,8312,설명 사용 불가능 안되다,설명이 안되네요.
BR,8313,사촌 오빠 매일 아침 운동 하다,사촌 오빠는 매일 아침 운동을 한다
BR,8314,수류탄 여러 가지 잃어버리다 실종,무기를 분실하셨나요?
BR,8315,자유 실종,자유를 잃어버리셨나요?
BR,8316,과거 없다 잃어버리다,과거를 잃어버렸습니다.
BR,8317,사춘기 자신 턱 수염 나다,사춘기가 된 자신의 턱에 수염이 나기 시작했다
BR,8318,도시 가운데 전 저기 곳 도착 내리다,시내정류장 못가서 내려주세요.
BR,8319,나 음악 듣다 아니다 왜,왜 내음악을 듣지 않아
BR,8320,미래 위해 미리 노력 필요하다,미래를 위해 노력해야 한다
BR,8321,나무 빽빽하다 저기 다음 도착 차내리다,숲 지나서 내려주세요.
BR,8322,핸드폰 집 얼마 얼마 필요,휴대폰 주소를 알려드릴까요?
BR,8323,책 사라지다 실종,책을 분실하였습니다.
BR,8324,항공  목욕  여기,공항 내 샤워실은 여기에 있나요?
BR,8325,전기 힘 목적 가다,김포전력으로 갈까요?
BR,8326,시대 자녀 독하다 키우다,우리 시대는 자식들을 엄하게 키우셨다
BR,8327,시간 다음 곳 저기 도착 차내리다,시간 지나서 내려주세요.
BR,8328,너무 기쁘다 시간 흐르다 흘리다,너무 기뻐서 세월이 흘렀다
BR,8329,저기 나 가지다,이거 나 가져
BR,8330,버튼 사라지다 실종,버튼을 분실하였습니다.
BR,8331,집 얼마 얼마  빌리다  어디,주소 대여소가 어디에 있습니까?
BR,8332,도시 가운데 곳 저기 다음 도착 차내리다,시내정류장 지나서 내려드릴까요?
BR,8333,서울역 나가다 목적 지하철 번호,서울역에 나가려면 몇 호선을 타야하나요?
BR,8334,선생 나 함께 살다 -중,선생님과 함께 살고 있다
BR,8335,지하철 철로 대포 원통을 구성하는 동작 떨어지다,선로에 포탄을 떨어뜨렸습니다.
BR,8336,보물 찾다 실종,보물을 잃어버렸습니다.
BR,8337,건강 위하다 노력 필요,건강을 위해 노력해야 한다
BR,8338,물 울다 -때 기분 좋다,눈물이 불면 기분이 좋다
BR,8339,밤 저기 다음 도착 내리다,밤 지나서 내려주세요.
BR,8340,자동  문열다  출입  싶다  금지  곳  어디,자동출입금지를 하려고 하는데 어디서 하나요?
BR,8341,바람 -때 성적 좋다,바람이 불면 성적이 좋다
BR,8342,반지 딸 곳 가다,공주대학교로 갈까요?
BR,8343,만나다 너,너를 만나
BR,8344,대하다 상대를 가리키는 동작 없다,대상이 없습니다.
BR,8345,뜻 공부 안 도착,과학 단지 안으로 가주세요.
BR,8346,불행 했었다 과거 버리다 살다 노력,불행했던 과거는 버리고 살려한다
BR,8347,소개  느리다  부탁,소개를 천천히 해주시기 바랍니다.
BR,8348,항공  쉬다  서비스  곳  무엇,항공사 라운지는 무엇에 있습니까?
BR,8349,남동생 점 가지다 학교 장소 가다,남동생이 점을 가지고 학교에 갔다
BR,8350,물건  잃어버리다  검사  두다  누구,유실물 센터는 누구에 있습니까?
BR,8351,만나다 그녀,그녀를 만나
BR,8352,개 낳다 그렇다면 행복 고생 더 2배,개를 낳으면 행복과 고생은 두배이다
BR,8353,문제 성격 불 같다 화 많다,문제는 성격이 불같다
BR,8354,추가 문 가다,추가로 들어가주세요.
BR,8355,표현 고장 안되다,표현이 안되네요.
BR,8356,돈 사랑 물어보다 해보다,사랑인지 한번 물어봐
BR,8357,몸 모양 작다,체격이 작다
BR,8358,보물 없다 실종,보물을 잃어버렸습니다.
BR,8359,들다 어디 ?,어디서 들아
BR,8360,시야 보다 차내리다,시야가 보이면 내려드릴까요?
BR,8361,엔진 실종 잃어버리다,엔진을 분실하였습니다.
BR,8362,사랑  어디,사랑은 어디에 있습니까?
BR,8363,남 지역 전 저기 곳 도착 차내리다,남부정류장 못가서 내려주세요.
BR,8364,항공  배달  어디  지부 곳,공항 내 택배를 보낼 수 있는 지점이 어디입니까?
BR,8365,반 안 일등 먹다,반에서 일등을 먹다
BR,8366,방향 가다 내리다,김포방향으로 갈까요?
BR,8367,너 너 다르다,너는 너와 다르다
BR,8368,와이파이2  빌리다  곳  여기,와이파이를 여기에서 빌릴 수 있습니까?
BR,8369,매우 밭 곳 가다,대전대학교로 갈까요?
BR,8370,정보  시간 흐르다  중,정보를 보내고있습니다.
BR,8371,아기  유모차  빌리다  기 들어 올리는 것을 나타내는 동작  곳,유모차 대여소가 거기에 있습니까?
BR,8372,혼자 만 사랑 사람 잊다 쉽다 어렵다,짝사랑했던 사람을 잊는건 어렵다
BR,8373,생각 꿈 일 만나다,이상한 일을 당하다
BR,8374,참 정직  곳,진실은 어디에 있습니까?
BR,8375,자동  문열다  출입  싶다  수리  어디  곳,자동출입수리를 하려고 하는데 어디서 하나요?
BR,8376,이름 문제 아프다 원인 모두 귀찮다,제목이 아파서 다 귀찮다
BR,8377,수험 합격 기쁘다 불면증,수험에 합격된 것이 기뻐서 잠이 오지 않는다
BR,8378,멀리 오다 고민 많다,먼길 오느라 고민 많았어
BR,8379,빌다 부탁 전 저기,제발 못가서 내려주세요.
BR,8380,내 신촌 지하철,내가 신촌역인가요?
BR,8381,T 승용차 곳 맞다,택시정류장에서 내려드릴까요?
BR,8382,기억 실종,기억을 잃어버리셨나요?
BR,8383,스위치 켜다,스위치 좀 켜드릴까요?
BR,8384,어른 유치원 다니다 -중,어른이 유치원을 다니고 있어
BR,8385,파랑 새 길,파랑새는 어디에 있나요?
BR,8386,쌍둥이 낳다 그렇다면 행복 권리 힘 더 2배,쌍둥이를 낳으면 행복과 권력은 두배이다
BR,8387,뒤 낯선 넘어오다,뒤에 모르는 사람이 침입했어요.
BR,8388,휴대폰 없다 잃어버리다,휴대폰을 분실하셨나요?
BR,8389,차 안 불 물건 방치 두다,차 안에 연료가 방치되어있어요.
BR,8390,학교 공부 시간 알려받다,수업 시간 좀 알려주세요.
BR,8391,믿다 무엇,뭘믿아
BR,8392,승차 전 버스 곳 차내리다,승차 전 버스정류장 앞에 세워주세요.
BR,8393,엄마 잔소리 때문에 물 울다 별로,엄마가 잔소리해서 눈물이 별로야
BR,8394,저기 일 죽다 싫다,그 일은 죽기 싫어
BR,8395,간 곳 다음,간 지나서 내려주세요.
BR,8396,물건  말  곳  어디,물건을 말해서 붙이고 싶은데 어디서 하나요?
BR,8397,저 죽은 사람을 나타내는 동작 둥글게 덮는 동작 갇히다,내가 무덤에 갇혔어요.
BR,8398,자동  문열다  자연 기계  싶다  신고  어디,자동자동신고를 하려고 하는데 어디서 하나요?
BR,8399,젊다 꼬마 여자 전기 몸 자극 ,소녀가 감전 사고를 당했어요.
BR,8400,범위 저기 곳,범위 안으로 들어갈까요?
BR,8401,아버지 키우다 했었다 소 팔다 집 아들 보내다,아버지는 키우던 소를 팔아 아들을 집에 보냈다
BR,8402,쓰다,쓰다
BR,8403,집 앞 넘어지다,집 앞이 무너질려고 해요.
BR,8404,광 주  버스  곳,광주 시내로 가는 버스 승강장은 어디에 있습니까?
BR,8405,항공  쉬다  서비스  기 들어 올리는 것을 나타내는 동작,항공사 라운지는 거기에 있습니까?
BR,8406,책 실종 잃어버리다,책을 분실하였습니다.
BR,8407,꿈 무엇 곳,꿈은 어디에 있나요?
BR,8408,사랑 시작 심심하다,사랑이 시작했는데 심심하다
BR,8409,멀다 오다 벌써 들다,먼 길을 왔는데 그렇게 빨리 들려고?
BR,8410,불 물건 추락,연료가 추락하고 있어요.
BR,8411,남동생 공 갖다 학교 장소 가다,남동생이 공을 갖고 학교에 갔다
BR,8412,방 너무 더럽다 청소 보람 불가능,방이 너무 더러워서 청소해도 소용이 없다
BR,8413,잘 생각,잘 생각해
BR,8414,오늘 일 나 돕다,이번 임무는 내가 직접 돕는다
BR,8415,여기 곳 서대문구 홍제동 살다 사람 아파트 집 위 곳 사람 추락 목적 서다,여기 서대문구 홍제동 주민아파트인데 옥상에서 사람이 떨어지려고해요.
BR,8416,상봉 지하철 9호 갈아타다,상봉터미널에서 9호선으로 갈아타려고 합니다.
BR,8417,사랑 무엇,사랑이 어떻게 되세요?
BR,8418,유리 고장 살 밟다 살바닥 상처,유리가 깨져서 살을 다쳤어요.
BR,8419,시내 버스 곳 내리다 맞다,시내버스정류장에서 내려주세요.
BR,8420,화 아프다,화가 아파서 병원에 갔다
BR,8421,언니 가슴 너무 작다,언니는 가슴이 유난히 작다
BR,8422,감독 보다,감독을 보다
BR,8423,태양  어디  곳,태양은 어디에 있습니까?
BR,8424,나무 빽빽하다 내리다 오케이,숲으로 가주세요.
BR,8425,집 오케이,집에서 내려드릴까요?
BR,8426,저 송파 지하철 맞다,저는 송파역입니다.
BR,8427,힘들다 그렇지만  날다 필요,힘들어도 날아야 한다
BR,8428,항공  목욕  이것 곳,공항 내 샤워실은 이곳에 있나요?
BR,8429,아기 돌 먹다 삼키다,아기가 돌을 삼켰어요.
BR,8430,2016 새롭다 날 계속,"2016년, 새해가 계속된다"
BR,8431,추억 춥다 나오다 하지마 집 계시다,추억은 추우니 나오지 말고 집에 있어
BR,8432,버튼 잃어버리다 실종,버튼을 분실하였습니다.
BR,8433,밖 춥다 돌아다니다 하지마 집 계시다,밖은 추우니 돌아다니지 말고 집에 있어
BR,8434,출발 10분,10분 뒤에 출발합니다.
BR,8435,길 저기 곳 다음,길 지나서 내려드릴까요?
BR,8436,학교 공부 끝 봄 빨리 다가오다,수업이 끝나면 봄이 온다
BR,8437,너 -보다 소리 더 마르다,너보다 그 소리가 더 말랐어
BR,8438,웃음 없다 잃어버리다,웃음을 잃어버리셨나요?
BR,8439,기 들어 올리는 것을 나타내는 동작 연기 불 느끼다,거기선가 연기가 나요. 불이 나고 있는 것 같아요.
BR,8440,누가 별 추락,어떤 사람이 별에서 추락했어요.
BR,8441,아기 잊다 오다,아기를 잊을것 같아요.
BR,8442,종합 지하철 9호 갈아타다 방법,종합터미널에서 9호선으로 갈아타려면 어디로 가야하나요?
BR,8443,친구 부족 나 돕다상대방 많다,친구가 부족해서 많이 도와줬다
BR,8444,물 이용 만들다 집 벌레 많다,물로 만든 집은 벌레가 많다
BR,8445,생명 몸 불량 안되다,생체 인식이 안되네요.
BR,8446,사춘기 아들 턱 열 나다,사춘기가 된 아들의 턱에 열이 나기 시작했다
BR,8447,그 곳 맞다,저기서 내려주세요.
BR,8448,눈 어렵다,눈이 어려워요
BR,8449,지방  버스  곳  여기,시외버스 승강장은 여기에 있습니까?
BR,8450,누가 거리 곳 냄새 겨드랑이에 향수를 뿌리는 동작 머리 흐르다,어떤 사람이 길거리에서 향수를 많이 흘리고 있어요.
BR,8451,마귀 방법 안 도착,마법 단지 안으로 들어갈까요?
BR,8452,지금 그녀 맛 너무 좋다,현재 그녀의 맛은 매우 좋아졌다
BR,8453,관계 속 없다,관심이 없어
BR,8454,고생 만나다 아니다 다행,고생 중 다행이다
BR,8455,나 아침 오빠 만나다 기쁘다,나는 아침에 오빠를 만나서 기뻤다
BR,8456,사람 많다 혼자 불가능,이 많은 사람을 혼자서 맡는건 불가능해
BR,8457,이익 손해  느리다  부탁,이해를 천천히 해주시기 바랍니다.
BR,8458,버스 전 저기 곳 차내리다,버스정류장 못가서 내려주세요.
BR,8459,피부 물건 더럽다 들어오다,피부에 이물질이 들어갔어요.
BR,8460,선생님 길 장소 데려가다,선생님이 길에 데려다 주셨다
BR,8461,간 다음 곳 저기 도착 내리다,간 지나서 내려주세요.
BR,8462,얼마 다음 도착 차내리다,얼마 지나서 내려드릴까요?
BR,8463,나 오랜만 오빠 켜다 기쁘다,나는 오랜만에 오빠를 켜서 기뻤다
BR,8464,엔진 없다 실종,엔진을 분실하였습니다.
BR,8465,거위 키우다,거위를 키우다
BR,8466,목소리 커,목소리가 너무 커
BR,8467,반지 딸,공주대학교에서 내려드릴까요?
BR,8468,마음 어렵다,마음이 어려우신가요?
BR,8469,손 들다 하다 쏘다,꼼짝말고 손들어 하면 쏜다
BR,8470,남 지역 전 저기 곳 도착 내리다,남부정류장 못가서 내려주세요.
BR,8471,개 원하다,개 필요하세요?
BR,8472,커피  그 곳,커피숍은 저기에 있습니까?
BR,8473,속 느낌 시원,속이 시원하다
BR,8474,숨다 성질 사용 불가능 안되다,음성 인식이 안되네요.
BR,8475,조명춥조명다조명 조명켜조명다조명,조명 좀 켜주세요.
BR,8476,장사 사용 안되다,장사가 안되나요?
BR,8477,제일  가깝다  차례 부서  찾다  드리다,가장 가까운 항목으로 검색해드리겠습니다.
BR,8478,목을 자르는 동작 숨 없다 실종,목숨을 잃어버리셨나요?
BR,8479,사람 뼈곳,사람은 어디에 있나요?
BR,8480,크다 굴 뱀 물다,동굴에서 뱀에게 물렸어요.
BR,8481,시간 너무 더럽다 청소 보람 불가능,시간이 너무 더러워서 청소해도 소용이 없다
BR,8482,한국  항공  표  곳  그 곳,대한항공 카운터는 저쪽에 있습니까?
BR,8483,생명 몸 사용 불가능 안되다,생체 인식이 안되네요.
BR,8484,학교 지각 되다,학교에 지각할 수 있나요?
BR,8485,일본  먹다  여기  곳,일식집이 여기에 있습니까?
BR,8486,좋다 아침 있다 아마,좋은 아침이 있을거야
BR,8487,카페  곳  여기,커피숍은 여기에 있습니까?
BR,8488,지하철 철로 대포 원통을 구성하는 동작 떨어지다,선로에 포탄을 떨어뜨리셨나요?
BR,8489,다리 잃어버리다 실종,다리를 잃어버렸습니다.
BR,8490,부모 나 함께 살다 계속 -중,부모님과 함께 지내고 있다
BR,8491,사랑 사람 상대 상처 쉽다 어렵다,사랑했던 사람을 죽이는건 어렵다
BR,8492,소  돼지  키우다  검사  신고  여기  곳,축산관계자 신고는 여기서 하나요?
BR,8493,수화 더 만나다 원하다,수화를 더 만나고 싶다
BR,8494,장사 고장 사용 불가능,장사가 안되네요.
BR,8495,임시  빌리다  곳  어디,임시 대여소가 어디에 있습니까?
BR,8496,어느 곳 맞다,어디서 내려주세요.
BR,8497,시장 곳 가다,김포시장으로 갈까요?
BR,8498,가운데 저기 곳 다음 차내리다,가운데서 지나서 내려주세요.
BR,8499,정보  듣다  중,정보를 듣고있습니다.
BR,8500,개 새끼 돌보다 힘 없어지다,강아지를 돌보면 힘이 빠지는 것 같다
BR,8501,마음 없다 잃어버리다,마음을 잃어버리셨나요?
BR,8502,감동 받다 미안,감동 받았다면 미안해
BR,8503,이익 손해 잘 안되다 죽다,이해가 안되네요.
BR,8504,도둑 물건 무겁다 깔리다,도둑이 무거운 물건에 깔렸어요.
BR,8505,씨 하루 수고,씨도 수고 많으셨습니다.
BR,8506,서울 무엇 방법,서울로 가려면 어떻게 가나요?
BR,8507,옷  포장  어디  곳,옷을 포장해서 붙이고 싶은데 어디서 하나요?
BR,8508,말 고장 안되다,말이 안되나요?
BR,8509,발견 차내리다,발견해서 내려드릴까요?
BR,8510,요즘 오빠 매일 매일 운동 하다,요즘 오빠는 매일 매일 운동을 한다
BR,8511,옷 크다 먹다 불가능,옷이 너무 커서 먹을 수 없다
BR,8512,학교 버스 거리 1시간,학교까지 버스를 타면 1시간이다
BR,8513,생각을 나타내는 동작 통하다 도착,동의대학교로 가주세요.
BR,8514,고객,고객 센터는 어디에 있습니까?
BR,8515,보물 실종 없다,보물을 잃어버렸습니다.
BR,8516,말 목적 가다,말로 갈까요?
BR,8517,문 열다 동시에 모두,문을 여는 동시에 모두가 왔다
BR,8518,나 설명 듣다 아니다 왜,왜 내설명을 듣지 않아
BR,8519,세금  공짜  인터넷  신고  받아오다  그 곳  곳,면세품 인도장은 저기에 있습니까?
BR,8520,여행  회원  가입  곳  어디,여행자회원을 가입하고 싶은데 어디서 하면 되나요?
BR,8521,공공 법 지키다,공공법규를 지키다
BR,8522,수레  빌리다  이것 곳  곳,휠체어 대여소가 이곳에 있습니까?
BR,8523,맞다 답 길 곳,정답은 어디에 있나요?
BR,8524,나 한계 느끼다 원하다,한계를 느끼고 싶다
BR,8525,상처 갚다 미안,상처 갚았다면 미안해
BR,8526,뇌 자극에 대한 반응의 이어짐을 나타내는 동작 움직이다 뇌 자극에 대한 반응의 이어짐을 나타내는 동작 마르다 가능,신경을 자주 움직여야 살이 빠진다
BR,8527,말 깨끗하다 약속,깨끗하게 말해라
BR,8528,불행 했었다 과거 없다 없다 살다 노력,불행했던 과거는 사라지고 살려한다
BR,8529,몸 아프다 학교 가다 오다,아파서 학교에 다녀왔어
BR,8530,밤 저기 곳 다음 도착 차내리다,밤 지나서 내려드릴까요?
BR,8531,돈  바꾸다1  곳  기 들어 올리는 것을 나타내는 동작,환전은 거기서 하나요?
BR,8532,키 작다 재능 세다,키는 작아도 재능은 세다
BR,8533,농담,농담이요?
BR,8534,나 집 소 오늘 아침 보다,우리 집 소가 오늘 아침 송아지를 보았다
BR,8535,친구 딸 빼앗다,내 친구가 딸을 빼앗았어
BR,8536,아버지 늙다 사람 돌보다 필요,아버지도 나이가 드셔서 사람을 돌보셔야 한다
BR,8537,표현 사용 잘 안되다,표현이 안되네요.
BR,8538,밖 계시다 누구,밖에 누구 계셔
BR,8539,시간 곳 다음 차내리다,시간 지나서 내려주세요.
BR,8540,동사무소  네모  프린트  여기  곳,등본 발급은 여기에서 받을 수 있습니까?
BR,8541,캐리어  무게  총,캐리어 무게를 재는 총은 어디인가요?
BR,8542,문제 당신다 당신 말해 약속,문제가 생기면 당신한테 말해
BR,8543,바다 가깝다 곳 고양이 오다,해안가에 고양이가 나타났어요.
BR,8544,물 저기 곳 다음 내리다,물 지나서 내려드릴까요?
BR,8545,반지 딸 오케이,공주대학교에서 내려드릴까요?
BR,8546,강남 바꾸다 타다 목적 지하철 갈아타다 몇호,강남역으로 갈아타려면 몇호선으로 갈아타야 하나요?
BR,8547,차 쓰다,자동차를 쓰다
BR,8548,상자 묶다  포장  곳,포장을 포장해서 붙이고 싶은데 어디서 하나요?
BR,8549,자동  문열다  이동  싶다  신고  어디,자동이동신고를 하려고 하는데 어디서 하나요?
