Headword,POS,Same_Sign_Words,Additional_Info,Homonym_Info
절도범,Noun,,,
절도죄,Noun,,,
절룩거리다,Verb,절다 | 절름거리다,,
절름거리다,Verb,절다 | 절룩거리다,,
절름발이,Noun,,,
절망,Noun,낙담 | 낙망 | 낙심 | 실망 | 좌절,,
절반,Noun,반 | 반절,,
절약,Noun,검약,,
절정,Noun,정상 | 정점,,
절차,Noun,순서 | 목차 | 순번 | 순위 | 차례 | 프로그램,,
절충,Noun,,,
절친하다,Adjective,,,
젊다,Adjective,청춘,,
젊은이,Noun,청년,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
점,Noun,소수점,,
점검,Noun,감사 | 감시 | 감찰 | 검토 | 검사 | 수사 | 사찰 | 조사 | 살펴보다 | 살피다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
점령,Noun,장악 | 점유 | 침략 | 함락,,
점수,Noun,성적 | 염소 | 포인트,,
점심 후,Noun,오후,,
점원,Noun,판매자 | 판매원 | 판매인 | 세일즈맨,,
점유,Noun,장악 | 점령 | 침략 | 함락,,
점잖다,Adjective,곧다 | 단정하다 | 똑바르다 | 바르다 | 반듯하다 | 올바르다 | 똑바르다 | 올곧다 | 정하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
점점,Adverb,점차 | 차차 | 차츰,,
점차,Adverb,점점 | 차차 | 차츰,,
접다,Verb,,,
접대,Noun,친절 | 대우 | 서비스 | 대접,,
접속,Noun,링크 | 연결,,
접시,Noun,,,
접종,Noun,주사,,
젓가락,Noun,,,
정거장,Noun,정류장 | 승차장 | 정류소,,
정결,Noun,결백 | 깔끔하다 | 깨끗하다 | 말끔하다 | 산뜻하다 | 소박하다 | 순결 | 순수 | 청결,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정구,Noun,테니스,,
정답,Noun,,,
정답다,Adjective,다정 | 우정 | 우애 | 우의 | 친목 | 가까이하다 | 가깝다 | 단란하다 | 의좋다 | 친하다 | 친교,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정도,Dependent Noun,만큼 | 어치 | -쯤,,
정돈,Noun,정리,,
정력,Noun,,,
정류소,Noun,정류장 | 승차장 | 정거장,,
정류장,Noun,승차장 | 정거장 | 정류소,,
정리,Noun,정돈,,
정말,Adverb,사실 | 진짜 | 참 | 맞다 | 정말로,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정말로,Adverb,사실 | 정말 | 진짜 | 참 | 맞다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정밀,Noun,깨 | 세부 | 상세하다 | 세밀하다 | 자세하다 | 찬찬하다 | 치밀하다 | 샅샅이 | 꼼꼼,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정범,Noun,주범,,
정보,Noun,,,
정부,Noun,,,
정상,Noun,절정 | 정점,,
정서,Noun,감정 | 기분,,
정신,Noun,,,
정신이상,Noun,,,
정신장애,Noun,정신적 장애,,
정신적 장애,Noun,정신장애,,
정신차리다,Verb,가다듬다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정액,Noun,사정,,
정오,Noun,열두시,,
정월,Noun,일월,,
정장,Noun,,,
정점,Noun,절정 | 정상,,
정정당당하다,Adjective,,,
정지,Noun,중지 | 끄다 | 멈추다 | 그만 | 마르다,,
정직,Noun,솔직하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정진,Noun,꾸준하다 | 부지런하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
정찰병,Noun,,,
정책,Noun,,,
정치가,Noun,정치인,,
정치인,Noun,정치가,,
정하다,Verb,결정,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
정하다,Adjective,곧다 | 단정하다 | 똑바르다 | 바르다 | 반듯하다 | 올바르다 | 점잖다 | 똑바르다 | 올곧다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
정확,Noun,명확하다 | 똑똑하다 | 뚜렷하다 | 명료하다 | 명백하다 | 분명하다 | 선명하다 | 확실하다 | 단연 | 역력하다 | 장장하다 | 틀림없이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
젖,Noun,유방 | 가슴,,
젖다,Verb,적시다 | 물들다 | 스미다 | 스며들다 | 묻다,,
젖먹이,Noun,갓난아기 | 갓난아이 | 아기 | 영아,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
제,Noun,제사,,
제각기,Adverb,개별 | 각 | 각각 | 각기 | 개개 | 낱낱이 | 각자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
제거,Noun,,,
제곱킬로미터,Dependent Noun,,,
제공,Noun,주다 | 내밀다 | 내주다 | 건네주다 | 교부,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
제과점,Noun,빵집,,
제기,Noun,제기차기,,
제기차기,Noun,제기,,
제대로 안되다,Verb Phrase,장애 | 병신,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
제멋대로,Adverb,자유 | 임의 | 마구 | 마음껏 | 마음대로 | 멋대로 | 함부로,,
제목,Noun,주제,,
제반,Determiner,모두 | 온통 | 전부 | 전체 | 모든 | 온 | 다 | 모조리 | 몽땅 | 죄다,,
제법,Adverb,,,
제비,Noun,,,
제사,Noun,제,,
제시,Noun,게시,,
제왕,Noun,왕 | 황제,,
제외,Noun,빼다 | 깎다 | 덜다 | 제하다 | 배제 | 감면 | 빼기 | 공제 | 생략 | 경감,,
제의,Noun,건의,,
제일,Noun,일등 | 으뜸 | 최고 | 가장 | 맨 | 수석,,
제일이다,Adjective,,,
제자,Noun,모나코 | 사도 | 도제,,
제작,Noun,짓다 | 공작 | 작성 | 제조 | 만들다 | 가공,,
제작소,Noun,,,
제재,Noun,무리 | 억지로,,
제정,Noun,,,
제조,Noun,짓다 | 공작 | 작성 | 제작 | 만들다 | 가공,,
제주,Noun,-도 | 제주도,,
제주도,Noun,-도 | 제주,,
제출,Noun,봉사 | 공양 | 기증 | 드리다 | 바치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
제치다,Verb,이기다 | 승리 | 승리하다,경쟁 상대를,
제하기,Noun,나누기 | 나눗셈,,
제하다,Verb,빼다 | 깎다 | 덜다 | 배제 | 감면 | 빼기 | 제외 | 공제 | 생략 | 경감,,
제한,Noun,단위 | 한계 | 한도 | 한정,,
제화,Noun,,,
조,Noun,,,
조개,Noun,,,
조건,Noun,,,
조그마하다,Adjective,작다 | 다소 | 약간 | 조금 | 약소하다 | 자그마하다 | 적다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
조금,Adverb,작다 | 다소 | 약간 | 약소하다 | 자그마하다 | 적다 | 조그마하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
조급하다,Adjective,다급하다 | 성급하다 | 급급하다 | 바쁘다 | 급조하다 | 변급하다,,
조롱,Noun,우롱,,
조르다,Verb,,,
조립,Noun,,,
조마조마하다,Adjective,두근거리다 | 불안 | 설레다 | 울렁거리다 | 두근두근,,
조명,Noun,광 | 광선 | 라이트 | 빛 | 비추다 | 비치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
조모,Noun,할머니,,
조물주,Noun,신,,
조부,Noun,할아버지,,
조사,Noun,점검 | 감사 | 감시 | 감찰 | 검토 | 검사 | 수사 | 사찰 | 살펴보다 | 살피다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
조상,Noun,선조,,
조세,Noun,세금,,
조수,Noun,,,
조심,Noun,신중 | 경계 | 주의 | 준수 | 지키다,,
조언,Noun,충고,,
조용하다,Adjective,가만히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
조작,Noun,,,
조절,Noun,조정,,
조정,Noun,조절,,
조종,Noun,,,
조종사,Noun,비행사,,
조직,Noun,기구 | 짜임 | 천 | 헝겊 | 짜다,,
조치,Noun,풀이 | 세이프 | 수습 | 처리 | 해결 | 해소 | 풀다 | 해내다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
조카,Noun,,,
조합,Noun,,,
조항,Noun,규약 | 규율 | 규칙,,
조화롭지 않다,Adjective Phrase,맞지 않다 | 어울리지 않다 | 적합하지 않다,,
존경,Noun,섬기다 | -님,,
존경어,Noun,높임말 | 존대어 | 존댓말 | 존칭어,,
존귀,Adjective,귀하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
존대어,Noun,높임말 | 존경어 | 존댓말 | 존칭어,,
존댓말,Noun,높임말 | 존경어 | 존대어 | 존칭어,,
존재,Noun,머무르다 | 체류 | 계시다 | 묵다,,
존칭어,Noun,높임말 | 존경어 | 존대어 | 존댓말,,
졸리다,Adjective,,,
졸업,Noun,수료,,
졸업식,Noun,,,
졸업장,Noun,,,
좁다,Adjective,비좁다,공간이,
종,Noun,세로,,
종결,Noun,그만 | 끝 | 까지 | 종료 | 끝나다 | 마치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
종교,Noun,,,
종료,Noun,그만 | 끝 | 까지 | 종결 | 끝나다 | 마치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
종류,Noun,가지 | 종목 | 종 | 다각 | 다각도,,
종목,Noun,종류 | 가지 | 종 | 다각 | 다각도,,
종신,Noun,생애 | 일생 | 평생 | 필생 | 한평생,,
종업원,Noun,근로자 | 고용인 | 노동자 | 노무자 | 사원 | 일꾼 | 직원,,
종이,Noun,백지 | 용지,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
종일,Adverb,하루 | 온종일 | 하루종일 | 진종일 | 진일,,
종자,Noun,씨 | 씨앗,,
종족,Noun,부족,,
종종,Adverb,간혹 | 가끔 | 때때로 | 이따금 | 간간이 | 드문드문 | 종종히 | 혹,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
종종히,Adverb,간혹 | 가끔 | 때때로 | 이따금 | 종종 | 간간이 | 드문드문 | 혹,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
종파,Noun,교파,,
종합,Noun,,,
좇다,Verb,뒤따르다 | 수행 | 따라가다 | 따르다 | 쫓다 | 쫓아가다,,
좋다,Adjective,해내다 | 이기다 | 승 | 승리 | 낫다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
좋다,Adjective,선,,동음이의어 있음
좌,Noun,왼쪽 | 좌측 | 왼편 | 좌편,,
좌석,Noun,자리,,
좌절,Noun,낙담 | 낙망 | 낙심 | 실망 | 절망,,
좌측,Noun,왼쪽 | 좌 | 왼편 | 좌편,,
좌편,Noun,왼쪽 | 좌측 | 좌 | 왼편,,
죄,Noun,범죄,,
죄다,Adverb,모두 | 온통 | 전부 | 전체 | 제반 | 모든 | 온 | 다 | 모조리 | 몽땅,,
죄송하다,Adjective,사과 | 미안하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
죄수,Noun,,,
죄인,Noun,범인,,
주간,Noun,,,
주고받다,Verb,,,
주교,Noun,,,
주년,Dependent Noun,,,
주님,Noun,,,
주다,Verb,내밀다 | 내주다 | 건네주다 | 제공 | 교부,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
주둥이,Noun,지저귀다 | 부리,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
주로,Adverb,거의 | 거개 | 대부분,,
주무시다,Verb,자다 | 잠들다 | 잠자다,,
주문,Noun,신청,,
주민,Noun,거주민,,
주범,Noun,정범,,
주변,Noun,주위 | 둘레,,
주부,Noun,,,
주사,Noun,접종,,
주세요,Verb Phrase,주십시오 | 달라다 | 달라고 하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
주소,Noun,,,
주식,Noun,증권,,
주십시오,Verb Phrase,주세요 | 달라다 | 달라고 하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
주어,Noun,,,
주위,Noun,주변 | 둘레,,
주유소,Noun,,,
주의,Noun,신중 | 경계 | 조심 | 준수 | 지키다,,
주인,Noun,임자 | 주체,,동음이의어 있음
주인,Noun,가장 | 가구주 | 호주,,동음이의어 있음
주인공,Noun,,,
주일,Noun,,,
주저,Noun,망설이다 | 머무적거리다 | 머뭇거리다 | 서슴다,,
주전자,Noun,,,
주점,Noun,술집,,
주제,Noun,제목,,
주차,Noun,,,
주차장,Noun,,,
주체,Noun,임자 | 주인,,
주택,Noun,집 | 가옥 | 세대 | 호 | 댁,,
주하,Noun,여름,,
주화,Noun,동전,,
죽,Noun,-탕,,
죽다,Verb,돌아가다 | 사거 | 사망 | 서거 | 숨지다 | 죽음 | 임종,,
죽음,Noun,죽다 | 돌아가다 | 사거 | 사망 | 서거 | 숨지다 | 임종,,
죽이다,Verb,해치다,,
준말,Noun,약어,,
준비,Noun,장만 | 채비 | 마련 | 차리다 | 챙기다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
준수,Noun,신중 | 경계 | 조심 | 주의 | 지키다,,
준장,Noun,,,
줄,Noun,끈 | 테이프 | 로프 | 케이블,,
줄넘기,Noun,,,
줄다,Verb,줄이다 | 감소 | 절감 | 축소,,
줄이다,Verb,감소 | 절감 | 축소 | 줄다,,
줄지어 서다,Verb Phrase,줄 | 대열 | 늘어서다 | 행렬,,
줄행랑,Noun,대피 | 도망 | 도주 | 도피 | 탈출 | 내빼다 | 달아나다 | 도망가다 | 도망치다 | 빠져나가다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
줍다,Verb,습득,,
중,Noun,중앙 | 도중 | 중도 | 가운데 | 중심,,
중고품,Noun,,,
중교생,Noun,중학생 | 중등생,,
중국,Noun,,,
중도,Noun,중앙 | 도중 | 중 | 가운데 | 중심,,
중독,Noun,마약 | 아편 | 탐닉,,
중등생,Noun,중학생 | 중교생,,
중량,Noun,무게,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
중령,Noun,,,
중복,Noun,일석이조 | 일거양득 | 이중,,
중부,Noun,,,
중부 지방,Noun,,,
중사,Noun,,,
중심,Noun,복판 | 가운데 | 한가운데,,
중앙,Noun,도중 | 중 | 중도 | 가운데 | 중심,,
중앙청,Noun,,,
중얼거리다,Verb,,,
중요,Noun,귀중하다 | 막중하다 | 소중하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
중위,Noun,,,
중장,Noun,,,
중지,Noun,끄다 | 멈추다 | 그만 | 마르다 | 정지,,
중학교,Noun,,,
중학생,Noun,중교생 | 중등생,,
중화요리,Noun,청요리,,
쥐,Noun,,,
쥐색,Noun,회색,,
즈음,Dependent Noun,때 | 경우 | 시기 | 시대 | 시절 | 무렵,,
즐겁다,Adjective,반갑다 | 반기다 | 재미 | 흥 | 흥취 | 희열 | 즐기다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
즐기다,Verb,반갑다 | 반기다 | 재미 | 흥 | 흥취 | 희열 | 즐겁다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
증,Dependent Noun,마크 | -증,,
증가,Noun,늘어나다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
증권,Noun,주식,,
증기,Noun,수증기,,
증명,Noun,입증,,
증명서,Noun,,,
증인,Noun,,,
증조할머니,Noun,,,
증조할아버지,Noun,,,
지각,Noun,지체 | 늦다 | 굼뜨다 | 느리다 | 더디다 | 천천하다 | 서서히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지갑,Noun,,,
지겹다,Adjective,지긋지긋,,
지금,Adverb,갓 | 이제 | 인제 | 현재 | 시방,,
지급,Noun,납부 | 납입 | 지불 | 내다 | 결제,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지긋지긋,Adverb,지겹다,,
지껄이다,Verb,잔소리,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지나다,Verb,과거 | 전,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지나치다,Adjective,초과,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지난주,Noun,작주 | 전주,,
지난해,Noun,작년 | 과년 | 거년 | 전년,,
지니다,Verb,가지다 | 갖다 | 취하다 | 소유하다 | 소지하다,,
지다,Verb,실격 | 떨어지다 | 패배하다 | 패하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
지다,Verb,일몰 | 해넘이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
지도자,Noun,코치,,
지렁이,Noun,,,
지루하다,Adjective,따분하다,,
지르다,Verb,고함 | 비명 | 아우성 | 부르짖다 | 외치다 | 소리를 지르다 | 소리치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
지르다,Verb,,불을,동음이의어 있음
지름길,Noun,,,
지리멸렬,Noun,,,
지리산,Noun,,,
지명,Noun,유명,,
지문자,Noun,지화,,
지방 자치 단체,Noun,,,
지방 장애인 복지 위원회,Noun,,,
지배,Noun,휘어잡다,,
지배인,Noun,,,
지부,Noun,,,
지불,Noun,납부 | 납입 | 지급 | 내다 | 결제,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지속,Noun,계속 | 연속 | 이어 | 내내 | -면서 | 끊임없이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지시,Noun,시키다 | 하여금,,
지식,Noun,,,
지식인,Noun,,,
지역,Noun,구역 | 구,,
지연,Noun,,,
지옥,Noun,나락,,
지우다,Verb,삭제 | 고무 | 고무지우개,,
지원,Noun,돕다 | 거들다 | 기여 | 도움 | 보조 | 원조 | 찬조,,
지원자,Noun,,,
지위,Noun,앉다,,
지은이,Noun,저자 | 저작자 | 필자,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지장,Noun,거치다 | 방해,,
지저귀다,Verb,주둥이 | 부리,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지저분하다,Adjective,더럽다 | 때 | 불결,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지점,Noun,,,
지지난해,Noun,재작년 | 거거년 | 전전년 | 전전해 | 재작년도,,
지진,Noun,,,
지체,Noun,지각 | 늦다 | 굼뜨다 | 느리다 | 더디다 | 천천하다 | 서서히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
지체장애,Noun,,,
지체장애인,Noun,,,
지출,Noun,,,
지키다,Verb,경비 | 보초 | 수위 | 파수,,
지폐,Noun,현금 | 맞돈 | 현찰,,
지하,Noun,,,
지하철,Noun,전철,,
지하철역,Noun,전철역,,
지혜,Noun,슬기롭다 | 슬기 | 현명,,
지화,Noun,지문자,,
직면,Noun,,,
직업교육,Noun,,,
직원,Noun,근로자 | 고용인 | 노동자 | 노무자 | 사원 | 일꾼 | 종업원,,
직인,Noun,관인 | 공인 | 인관,,
직장,Noun,일자리 | 일터,,
직접,Adverb,,,
진급,Noun,,,
진노,Noun,,,
진단,Noun,진료 | 진찰 | 검진,,
진동,Noun,,,
진료,Noun,진단 | 진찰 | 검진,,
진보,Noun,향상,,
진실,Noun,참,,
진일,Adverb,하루 | 온종일 | 종일 | 하루종일 | 진종일,,
진종일,Adverb,하루 | 온종일 | 종일 | 하루종일 | 진일,,
진짓상,Noun,식탁 | 밥상,,
진짜,Adverb,사실 | 정말 | 참 | 맞다 | 정말로,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
진찰,Noun,진단 | 진료 | 검진,,
진출,Noun,가담 | 들어가다 | 참가 | 참석 | 참여 | 출석,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
진하다,Adjective,거세다 | 맹렬하다 | 힘차다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
진흙,Noun,,,
진흥,Noun,발전 | 발달 | 번영 | 향상,,
질,Noun,성격 | -성 | 성미 | 성질,,
질문,Noun,문의 | 물음 | 묻다 | 물어보다 | 여쭈다 | 여쭙다 | -ㅂ니까,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
질병,Noun,병 | 병환 | 질환 | 앓다,,
질색,Noun,,,
질투,Noun,샘 | 샘내다 | 시기,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
질환,Noun,질병 | 병 | 병환 | 앓다,,
짐,Noun,무겁다 | 부담 | 부담감,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
짐바브웨,Noun,,,
짐승,Noun,동물,,
집,Noun,주택 | 가옥 | 세대 | 호 | 댁,,
집값,Noun,,,
집사,Noun,,,
집안,Noun,가정 | 일가 | 가내,,
집안일,Noun,가사 | 가정일,,
집약,Noun,간추리다 | 요약하다,,
집어넣다,Verb,,,
집요하다,Adjective,끈덕지다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
집중,Noun,골몰 | 전념 | 골똘하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
집터,Noun,,,
집합,Noun,합치다 | 합 | 모으다 | 모이다 | 합하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
집행,Noun,,,
집행관,Noun,,,
짓,Noun,행동 | 거동 | 동작 | 품행 | 행실 | 행위 | 움직이다 | 행하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
짓다,Verb,공작 | 작성 | 제작 | 제조 | 만들다 | 가공,,
짓밟다,Verb,박해,,
징계,Noun,억지 | 강제 | 형벌 | 꼬집다 | 벌 | 징벌,,
징그럽다,Adjective,떠오르다 | 걸리다,좋지 않은 기억이나 생각이 | 마음에; (같은 수어를 사용하는 어휘와 품사 다를 수 있음),
징벌,Noun,억지 | 강제 | 형벌 | 징계 | 꼬집다 | 벌,,
짜다,Verb,기구 | 조직 | 짜임 | 천 | 헝겊,,동음이의어 있음
짜다,Adjective,소금 | 간 | 깐깐하다 | 까다롭다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),동음이의어 있음
짜임,Noun,기구 | 조직 | 천 | 헝겊 | 짜다,,
짜장면,Noun,자장면,,
짜증,Noun,신경질,,
짝,Noun,반려 | 함께 | 과 | 쌍,,
짧다,Adjective,가깝다,,
짬뽕,Noun,,,
쫓다,Verb,뒤따르다 | 수행 | 따라가다 | 따르다 | 좇다 | 쫓아가다,,
쫓아가다,Verb,뒤따르다 | 수행 | 따라가다 | 따르다 | 좇다 | 쫓다,,
쫓아내다,Verb,내몰다 | 배척 | 추방 | 내쫓다,,
찌르다,Verb,,,
찌푸리다,Verb,근심,,
찍다,Verb,사진기 | 카메라,,동음이의어 있음
찍다,Verb,,,동음이의어 있음
차,Noun,,마시는,
차곡차곡,Adverb,쌓다,,
차남,Noun,,,
차녀,Noun,,,
차다,Verb,걷어차다,사람을,동음이의어 있음
차다,Verb,가득 | 가득히,,동음이의어 있음
차다,Verb,축구,,동음이의어 있음
차단,Noun,방어 | 방지 | 수비 | 막다 | 저지 | 거절,,
차려,Exclamation,,,
차례,Noun,순서 | 목차 | 순번 | 순위 | 절차 | 프로그램,,
차리다,Verb,준비 | 장만 | 채비 | 마련 | 챙기다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
차림표,Noun,메뉴,,
차분하다,Adjective,침착,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
차비,Noun,찻삯,,
차압,Noun,압류,,
차용,Noun,꾸다 | 변통 | 빌리다,,
차이,Noun,갭,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
차장,Noun,,,
차주,Noun,내주 | 다음주 | 후주,,
차차,Adverb,점차 | 점점 | 차츰,,
차츰,Adverb,점차 | 점점 | 차차,,
차표,Noun,승차권 | 표,,
착각,Noun,착오,,
착륙,Noun,귀국 | 내려앉다,,
착복,Noun,횡령,,
착수,Noun,시작 | 개시 | 개최 | 거행 | 시발 | 출발 | 열다 | 이행 | 하수,,
착오,Noun,착각,,
착취,Noun,,,
착하다,Adjective,,,
찬송,Noun,찬송가,,
찬송가,Noun,찬송,,
찬스,Noun,기회,,
찬조,Noun,돕다 | 거들다 | 기여 | 도움 | 보조 | 원조 | 지원,,
찬찬하다,Adjective,깨 | 세부 | 정밀 | 상세하다 | 세밀하다 | 자세하다 | 치밀하다 | 샅샅이 | 꼼꼼,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
참,Noun,사실 | 정말 | 진짜 | 맞다 | 정말로,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
참가,Noun,가담 | 들어가다 | 참석 | 참여 | 출석 | 진출,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
참가인,Noun,참가자,,
참가자,Noun,참가인,,
참견,Noun,간섭 | 파헤치다 | 헤치다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
참고,Noun,,,
참기름,Noun,,,
참다,Verb,견디다 | 인내 | 자제 | 억제,,
참배,Noun,절 | 큰절,,
참석,Noun,가담 | 들어가다 | 참가 | 참여 | 출석 | 진출,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
참선,Noun,선정,,
참여,Noun,가담 | 들어가다 | 참가 | 참석 | 출석 | 진출,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
참외,Noun,,,
찹쌀,Noun,,,
찻삯,Noun,차비,,
창고,Noun,광,,
창녀,Noun,매음녀 | 매춘부,,
창백하다,Adjective,,,
창안,Noun,,,
창원,Noun,창원시,,
창원시,Noun,창원,,
창피,Noun,부끄럽다 | 부끄러움 | 수줍다 | 수치,,
찾다,Verb,,,
채비,Noun,준비 | 장만 | 마련 | 차리다 | 챙기다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
채용,Noun,구원 | 구출 | 구하다 | 건지다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
채팅,Noun,,,
책,Noun,도서 | 서적 | 책자 | 펴다,,
책망,Noun,꾸짖다 | 나무라다 | 야단치다 | 가책 | 구박 | 꾸중 | 꾸지람 | 핍박 | 힐책,,
책방,Noun,서점,,
책임,Noun,감당 | 사명 | 담당 | 소임 | 역임 | 맡다 | 책임지다,,
책임자,Noun,담당자,,
책임지다,Verb,감당 | 사명 | 책임 | 담당 | 소임 | 역임 | 맡다,,
책자,Noun,책 | 도서 | 서적 | 펴다,,
챔피언,Noun,우승자,,
챙기다,Verb,준비 | 장만 | 채비 | 마련 | 차리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
처,Noun,마누라 | 미시즈 | 배우자 | 부인 | 아내,,
처가,Noun,,,
처남,Noun,,,
처녀,Noun,아가씨,,
처럼,Particle,마치 | 척하다 | 체하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
처리,Noun,풀이 | 세이프 | 수습 | 해결 | 해소 | 풀다 | 해내다 | 조치,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
처분,Noun,시키다 | 부리다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
처신,Noun,몸동작 | 몸가짐 | 태도,,
처음,Noun,시작 | 우선 | 초,,
처형,Noun,,,
척추,Noun,,,
척추장애인,Noun,,,
척하다,Auxiliary Verb,마치 | 체하다 | 처럼,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
천,Numeral,일천,,
천국,Noun,천당,,
천년,Noun,,,
천당,Noun,천국,,
천명,Noun,,,
천연,Noun,자연 | 저절로,,
천주교,Noun,가톨릭,,
천질,Noun,본질 | 본성 | 근성 | 부성 | 부질 | 본바탕 | 성근 | 솔성 | 체성 | 품성 | 품질,,
천천하다,Adjective,지각 | 지체 | 늦다 | 굼뜨다 | 느리다 | 더디다 | 서서히,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
천치,Noun,바보,,
천하다,Adjective,,,
철,Noun,계절 | 사계 | 사계절 | 사철 | 시절 | 철기,,
철기,Noun,계절 | 사계 | 사계절 | 사철 | 철 | 시절,,
철두철미,Adverb,철저하다,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
철면피,Noun,후안 | 파렴치 | 몰염치,,
철부지,Noun,,,
철야,Noun,새우다 | 밤샘 | 밤새우다,,
철저하다,Adjective,철두철미,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
철학,Noun,,,
철학자,Noun,,,
첩,Noun,,,
첩자,Noun,간첩 | 스파이,(같은 수어를 사용하는 어휘와 품사 다를 수 있음),
